1.500000000		0.000081448		-0.000204984
1.530000000		0.000078930		-0.000201161
1.560000000		0.000082281		-0.000207147
1.590000000		0.000082365		-0.000207467
1.620000000		0.000082699		-0.000204553
1.650000000		0.000069602		-0.000152023
1.680000000		0.000064390		-0.000145517
1.710000000		0.000068847		-0.000163576
1.740000000		0.000081840		-0.000203338
1.770000000		0.000081702		-0.000197556
1.800000000		0.000070113		-0.000157729
1.830000000		0.000064476		-0.000130177
1.860000000		0.000073101		-0.000167500
1.890000000		0.000076163		-0.000189439
1.920000000		0.000076476		-0.000188559
1.950000000		0.000068624		-0.000156910
1.980000000		0.000067525		-0.000158526
2.010000000		0.000069434		-0.000158372
2.040000000		0.000068658		-0.000159998
2.070000000		0.000056774		-0.000104601
2.100000000		0.000016900		-0.000069997
2.130000000		0.000071022		-0.000156459
2.160000000		0.000057460		-0.000107497
2.190000000		0.000049458		-0.000100223
2.220000000		0.000055574		-0.000111055
2.250000000		0.000057989		-0.000117414
2.280000000		0.000049439		-0.000089094
2.310000000		0.000023246		-0.000070414
2.340000000		0.000040723		-0.000074494
2.370000000		0.000023653		-0.000048881
2.400000000		0.000054672		-0.000100528
2.430000000		0.000042842		-0.000075050
2.460000000		0.000023906		-0.000042485
2.490000000		0.000022482		-0.000055305
2.520000000		0.000023840		-0.000041148
2.550000000		0.000039678		-0.000067169
2.580000000		0.000033410		-0.000066458
2.610000000		0.000013144		-0.000048456
2.640000000		0.000033314		-0.000055992
2.670000000		0.000040260		-0.000084884
2.700000000		0.000016208		-0.000015343
2.730000000		0.000012495		-0.000042976
2.760000000		0.000034133		-0.000073626
2.790000000		0.000021140		-0.000039295
2.820000000		0.000024065		-0.000047571
2.850000000		0.000026120		-0.000055606
2.880000000		0.000014284		-0.000025345
2.910000000		0.000010651		-0.000037836
2.940000000		0.000038600		-0.000066923
2.970000000		0.000008366		-0.000037434
